,Xn,Yn
0,33.29654774080037,-21.46904134657344
1,19.712526232778927,-15.338398028742949
2,17.94853563707425,-15.580589614720521
3,20.377161680562768,-16.243561646576172
4,20.339016081669204,-15.928142578637509
5,18.56134721617427,-17.535344344409705
6,19.9141734717181,-15.605968390095603
7,17.982938508779053,-17.4730414184902
8,17.527017579384655,-16.074006806595655
9,20.127988036762154,-15.918532418426619
10,26.692496914750514,-2.4710945668913458
11,17.9110711691339,-16.935394496069307
12,18.483352008138024,-15.25660645642204
13,22.533184538705868,-13.407883728165153
14,19.27480956116294,-9.2330027782735
15,15.74221633905258,-13.255273550379176
16,19.05353992618434,-16.805617671693668
17,14.989692807771808,-14.704697767619553
18,14.949169705165177,-9.67257985415281
19,19.239939023572823,-16.072414286945502
20,34.24049355697482,-18.39619551913427
21,19.145904901146547,-16.352576182451482
22,21.4059786004455,-9.900281954322264
23,16.464025729484607,-19.25031071492103
24,16.248531867284722,-15.163769905647912
25,14.891614770400901,-10.918025946764146
26,17.96366808742001,-15.917248759786107
27,17.002921268283494,-14.135149866826998
28,15.559936772829513,-17.693039557021233
29,18.150033905499367,-15.873851738801095
30,17.992952177828446,-15.481699356104064
31,19.27433220771651,-17.58522875494692
32,20.22833693327508,-16.814292373546078
33,16.10815346829975,-15.00138819048456
34,19.887879748220904,-17.047461920343466
35,17.545088762549703,-16.01577836296598
36,17.744954130525727,-17.06624553464734
37,16.41172061739319,-12.90734647080344
38,19.57410529472103,-15.376711864519391
39,18.74299731742436,-16.898617696337386
40,20.106521302630217,-17.21461377788568
41,31.324362290813085,-24.79864648111583
42,17.89988655993551,-15.805694648935075
43,19.0041261425191,-16.650274907344144
44,33.660838910647435,-20.539344341066858
45,18.594805752187913,-14.905963946426263
46,16.36383502099552,-14.856659533899794
47,27.03778889408399,-2.6690477425308714
48,17.507290526849943,-16.57515663660588
49,19.536526430268164,-12.632605241539505
50,32.15677132591896,-7.54000229469906
51,16.274757816202655,-10.307267621658996
52,16.54448880473845,-11.39116293317895
53,34.2342375712399,-12.738364023828927
54,17.703604249530567,-15.680380051640253
55,21.4340516499326,-12.361513619306074
56,19.916661829604266,-12.967852892149129
57,19.213048749246425,-15.56294209037032
58,17.663916068158763,-16.37158333789386
59,19.989542583915934,-16.773992249438766
60,19.06279148288911,-16.071739997291516
61,16.411910400965912,-14.763446304363356
62,20.417492874312362,-14.382497339260068
63,14.278703855612664,-12.771525793725868
64,18.546413652210905,-15.07531114257043
65,34.021486033229486,-19.35042585826722
66,20.008045931202627,-16.49655157782952
67,34.38938887330711,-17.42487011853977
68,16.757144020236908,-14.0171024338889
69,27.68826581048278,-3.0577221305776714
70,19.844533083033404,-15.714696077268266
