,Xn,Yn
0,9.15529742840692,23.427624551435805
1,11.20201488657689,18.92138548576977
2,8.97581749536961,9.258236196705163
3,14.964471201434025,10.71498347882106
4,7.620729644760913,21.71486026413029
5,6.730967700499956,17.36709287193829
6,9.180834555604646,19.6721586461919
7,10.888729950020405,17.676488196239507
8,15.031828016756865,19.700095051061336
9,8.309689440330013,20.38045978238852
10,9.903600203088038,17.729231920830692
11,8.01339082183875,21.446242881928868
12,6.390616298828233,19.084873778494185
13,10.284088339296163,21.216883894130067
14,6.427476131098187,18.84183751037831
15,9.842729283608518,21.437170761665413
16,11.63024244016606,22.206848203882984
17,12.277475253080242,20.899956398154234
18,12.547635018963781,21.049638065673825
19,6.409612906657855,17.712375154273296
20,10.059769298089272,18.84875897087989
21,8.112438756371967,17.253859413184877
22,7.586160350919798,17.219001033614695
23,13.197118623958474,18.20495414435238
24,11.643642036613686,17.92180392241649
25,12.441829149737524,15.858898435241793
26,11.753156666097032,19.325896774380237
27,11.696912664054292,18.052516395412525
28,11.406659520977819,17.92717853633529
29,10.411725775141072,9.252778878087451
30,7.381054133331068,17.464340288097315
31,7.378809834402543,18.760732638902848
32,6.987958921085279,17.383906512384957
33,10.58987547210609,18.073272886995262
34,7.178680588436641,18.23541053572222
35,9.735550774073635,20.79496184931045
36,12.93257435618313,19.643155047686818
37,9.499885585970748,21.41103398502349
38,7.590745219076147,20.787741651655274
39,9.544468520700045,21.594482864724732
40,8.357491210219054,21.136098304733764
41,7.405824214308049,16.993223027897002
42,16.3934163987487,11.686426768850454
43,6.100092694611878,18.785825099044455
44,11.230094788395991,17.511111316583744
45,10.807422306693972,22.950481348997638
46,7.269886066721365,18.940353813718417
47,5.947534579778277,20.89198975332364
48,9.449787567961023,22.07051317346904
49,11.090127495022472,22.675344094292214
50,12.090885745237747,18.788582300590818
51,9.777271496630659,9.23221437469625
52,5.97996568980578,22.90482529711943
53,11.850352559576834,19.538599437439714
54,9.471735644467579,16.852469272253643
55,6.5692877002836365,18.066850277674884
56,20.132586329503223,19.94405326705884
57,6.653065903558189,19.139162935271177
58,9.87328630772215,21.169489957107963
59,9.000251756142307,20.710943254297895
60,9.87179779657818,17.392659950903344
61,7.683858140949977,21.80932498703481
62,18.683707475859396,14.388792207589274
63,14.383064168473137,10.535729208193585
64,10.81963920428777,18.831794492730776
65,11.858065569455675,21.64340526826448
66,10.471143313992666,17.882414556514128
67,9.93281970499418,21.616738331305953
68,7.007856166697369,19.141938131368274
69,8.484585385833261,21.33187066445624
70,12.660184859927135,20.249524934522498
71,7.70389427478449,21.64252233543498
72,16.69174797506983,11.919376930243915
73,10.1425097759969,21.147295861253017
74,10.801469277480065,18.24498563359008
75,19.615205699616787,16.45713759192994
76,7.422679459164103,18.11703798240834
77,11.312711447810475,17.69224775821669
78,9.942726071019843,19.423173246937544
79,8.155345413283339,20.327851772954276
80,8.317437921097767,22.042274475191036
81,8.133977275894292,21.01950668767756
82,11.54726840825257,19.681700908016825
83,9.305754270324794,21.71970678315778
84,10.67904301103279,17.468769607103486
85,10.842636133596622,18.064191624776367
86,9.579832902697154,20.201186533954914
87,9.726916649305686,16.647483091852546
88,6.264370365444953,17.908195939744264
89,10.47671406273381,17.36338130700087
90,8.829235377838476,18.007084598227227
91,9.629625856006065,20.807842450887115
92,13.68732719521688,23.704730981719674
93,13.61073062720582,23.79979019647932
94,6.5434198738632485,17.566144740035476
95,9.42279443979634,22.195303621546902
96,10.057325069257553,20.626391682634875
97,11.425824213771971,22.795293276882454
98,7.509046614585015,16.970122722779383
99,6.563240026884537,19.194012107126895
100,10.877273722204547,18.8916823084284
101,12.781381225419757,21.96156595638675
102,8.69740503627738,15.993369209592176
103,12.6898515747659,21.179861235302887
104,6.424830464864322,17.845616858470738
105,10.488172136417296,17.216008296517924
106,7.296712316506778,16.949847973140294
107,10.224330970923521,21.097398675741992
108,19.056998485764012,15.072852501234392
109,18.391630761130322,13.918488576139353
110,11.198998226031025,20.133489048909137
111,15.605238149671075,11.081461407689565
112,11.738543268379637,19.1431802557292
113,7.829124009474691,17.051415757418972
114,20.133754608668173,19.629700757955117
115,10.509271190171615,23.734442129868324
116,8.702363595965439,18.270683460783644
117,8.039000791341346,20.778758491716378
118,18.47221349567269,14.050952007981463
119,11.468863013474566,19.35187774532728
120,7.843085861997769,17.712342155478378
121,16.88079873501286,12.119559616774742
122,11.186623389959921,22.793611935413175
123,9.915033271601922,20.59191994979761
124,6.70310790027229,17.473324614371396
125,12.536068835575836,24.74919721945472
126,10.581814324371024,17.49483858559679
127,13.221313345916165,24.23498478444735
128,7.037473466473383,19.06056081548672
129,13.299718577171545,24.154368855674818
130,9.353733210969274,16.695341774737958
131,8.375488064172599,20.656238065719783
132,10.230217242191332,20.889887532237456
133,10.173711157430793,21.420538397014575
134,6.453383777320739,17.619490799837767
135,12.949240513464753,20.81452439855278
136,12.352827988930864,23.64980365415218
137,6.1412279749916765,18.983505710029693
138,8.478386154765529,21.16766519772217
139,6.163800192707338,19.051799797497168
140,10.997414513685767,20.587350301230664
141,6.867056406813345,17.979013265726934
142,11.368914392218937,22.354055571969106
143,9.306566998751403,16.517569727543705
144,11.19310029550894,20.70335353181141
145,10.632952156737556,23.061495554686847
146,9.406808444521964,21.204196367635817
147,11.322082359421314,20.64697408136694
148,10.470518017590557,19.07179674220397
149,12.552115845041593,20.92717010166474
150,7.428493350295462,21.1069906914195
151,10.40036049504208,24.207879082456746
152,6.252559036891819,19.218443792369747
153,7.119029063388726,18.415079664161315
154,20.138816753826003,19.479056498125004
155,19.915124573895472,17.547800397844547
156,9.606798074280373,20.155965704979945
157,8.161068966542382,19.606489136558636
158,11.081941087245998,20.691463930868867
159,7.45497274022412,17.86315133532993
160,10.064496390283576,20.309178947751352
161,19.67302098379061,22.85090935651254
162,9.518102617291564,22.084002991463663
163,7.5634536618151476,20.715513032819338
164,10.217590011683749,21.28019957920063
165,8.045335817320355,19.662075616444813
166,12.539110698674985,20.398332032437267
167,8.790265169547473,18.16198507614789
168,7.698081465766494,21.19670825130144
169,7.272541744816367,18.693691467007877
170,9.716748008518557,21.810759720754238
171,10.34913964599497,18.829024495912947
172,9.435156627547125,20.74055341626871
